ISO3,country,Continent,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),year,Expected Years of Schooling,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
MNG,Mongolia,Asia,Northern Hemisphere,High,EAP,96.0,2021,14.98034954,East Asia,5.677,0.966,1.065,0.442,0.397,0.263,0.053
MRT,Mauritania,Africa,Northern Hemisphere,Medium,SSA,158.0,2021,9.376159668,Sub-Saharan Africa,4.227,0.666,0.749,0.273,0.218,0.119,0.133
MUS,Mauritius,Africa,Southern Hemisphere,Very High,SSA,63.0,2021,15.17352977,Sub-Saharan Africa,6.049,1.178,0.996,0.574,0.59,0.153,0.096
MWI,Malawi,Africa,Southern Hemisphere,Low,SSA,169.0,2021,12.67898523,Sub-Saharan Africa,3.6,0.113,0.168,0.298,0.484,0.213,0.134
MYS,Malaysia,Asia,Northern Hemisphere,Very High,EAP,62.0,2021,13.34304047,Southeast Asia,5.384,1.259,0.797,0.587,0.624,0.27,0.064
NER,Niger,Africa,Northern Hemisphere,Low,SSA,189.0,2021,6.957111988,Sub-Saharan Africa,5.074,0.162,0.402,0.167,0.516,0.2,0.157
NGA,Nigeria,Africa,Northern Hemisphere,Low,SSA,163.0,2021,10.12758388,Sub-Saharan Africa,4.759,0.663,0.625,0.051,0.433,0.212,0.039
NIC,Nicaragua,America,Northern Hemisphere,Medium,LAC,126.0,2021,12.64135783,Latin America and Caribbean,5.972,0.693,0.904,0.604,0.553,0.201,0.176
NLD,Netherlands,Europe,Northern Hemisphere,Very High,,10.0,2021,18.69316522,Western Europe,7.464,1.501,1.079,0.753,0.647,0.302,0.384
NOR,Norway,Europe,Northern Hemisphere,Very High,,2.0,2021,18.18519974,Western Europe,7.392,1.543,1.108,0.782,0.703,0.249,0.427
NPL,Nepal,Asia,Northern Hemisphere,Medium,SA,143.0,2021,12.88694954,South Asia,5.269,0.519,0.702,0.496,0.488,0.287,0.135
NZL,New Zealand,Oceania,Southern Hemisphere,Very High,,13.0,2021,20.28388977,North America and ANZ,7.277,1.4,1.094,0.785,0.665,0.276,0.445
PAK,Pakistan,Asia,Northern Hemisphere,Low,SA,161.0,2021,8.658349991,South Asia,4.934,0.637,0.423,0.322,0.418,0.252,0.097
PAN,Panama,America,Northern Hemisphere,Very High,LAC,61.0,2021,13.05787868,Latin America and Caribbean,6.18,1.298,0.976,0.667,0.596,0.079,0.053
PER,Peru,America,Southern Hemisphere,High,LAC,84.0,2021,15.38773354,Latin America and Caribbean,5.84,0.986,0.833,0.623,0.536,0.087,0.031
PHL,Philippines,Asia,Northern Hemisphere,Medium,EAP,116.0,2021,13.12656975,Southeast Asia,5.88,0.853,0.828,0.426,0.651,0.125,0.126
POL,Poland,Europe,Northern Hemisphere,Very High,,34.0,2021,16.0271492,Central and Eastern Europe,6.166,1.309,0.982,0.668,0.558,0.08,0.13
PRT,Portugal,Europe,Northern Hemisphere,Very High,,38.0,2021,16.87122917,Western Europe,5.929,1.323,0.939,0.76,0.621,0.029,0.033
PRY,Paraguay,America,Southern Hemisphere,High,LAC,105.0,2021,12.98799113,Latin America and Caribbean,5.653,0.983,0.97,0.549,0.602,0.206,0.037
ROU,Romania,Europe,Northern Hemisphere,Very High,,53.0,2021,14.22990036,Central and Eastern Europe,6.14,1.275,0.832,0.595,0.564,0.045,0.001
SAU,Saudi Arabia,Asia,Northern Hemisphere,Very High,AS,35.0,2021,16.13549042,Middle East and North Africa,6.494,1.435,0.964,0.571,0.603,0.09,0.163
SEN,Senegal,Africa,Northern Hemisphere,Low,SSA,170.0,2021,8.963749886,Sub-Saharan Africa,5.132,0.518,0.558,0.357,0.381,0.158,0.088
SGP,Singapore,Asia,Northern Hemisphere,Very High,EAP,12.0,2021,16.5243206,Southeast Asia,6.377,1.695,1.019,0.897,0.664,0.176,0.547
SLE,Sierra Leone,Africa,Northern Hemisphere,Low,SSA,181.0,2021,9.57339109,Sub-Saharan Africa,3.849,0.279,0.377,0.1,0.408,0.243,0.047
SLV,El Salvador,America,Northern Hemisphere,Medium,LAC,125.0,2021,12.67134767,Latin America and Caribbean,6.061,0.845,0.675,0.565,0.615,0.116,0.16
SRB,Serbia,Europe,Northern Hemisphere,Very High,ECA,63.0,2021,14.40009022,Central and Eastern Europe,6.078,1.101,0.924,0.634,0.482,0.189,0.066
SVK,Slovakia,Europe,Northern Hemisphere,Very High,,45.0,2021,14.51303959,Central and Eastern Europe,6.331,1.304,1.066,0.653,0.468,0.107,0.018
SVN,Slovenia,Europe,Northern Hemisphere,Very High,,23.0,2021,17.65492058,Central and Eastern Europe,6.461,1.36,1.093,0.722,0.69,0.122,0.085
SWE,Sweden,Europe,Northern Hemisphere,Very High,,7.0,2021,19.41852951,Western Europe,7.363,1.478,1.062,0.763,0.685,0.244,0.448
TCD,Chad,Africa,Northern Hemisphere,Low,SSA,190.0,2021,8.035914334,Sub-Saharan Africa,4.355,0.255,0.353,0.0,0.24,0.215,0.084
TGO,Togo,Africa,Northern Hemisphere,Low,SSA,162.0,2021,12.95049378,Sub-Saharan Africa,4.107,0.254,0.239,0.203,0.289,0.209,0.107
THA,Thailand,Asia,Northern Hemisphere,Very High,EAP,66.0,2021,15.88221913,Southeast Asia,5.985,1.107,0.957,0.596,0.611,0.375,0.028
TJK,Tajikistan,Asia,Northern Hemisphere,Medium,ECA,122.0,2021,11.65303618,Commonwealth of Independent States,5.466,0.508,0.895,0.498,0.548,0.152,0.247
TUN,Tunisia,Africa,Northern Hemisphere,High,AS,97.0,2021,15.42538224,Middle East and North Africa,4.596,0.919,0.515,0.59,0.334,0.057,0.044
TZA,Tanzania,Africa,Southern Hemisphere,Low,SSA,160.0,2021,9.221489906,Sub-Saharan Africa,3.623,0.433,0.54,0.3,0.549,0.307,0.231
UGA,Uganda,Africa,Northern Hemisphere,Low,SSA,166.0,2021,10.14986994,Sub-Saharan Africa,4.636,0.364,0.718,0.24,0.398,0.267,0.054
UKR,Ukraine,Europe,Northern Hemisphere,High,ECA,77.0,2021,14.95656854,Central and Eastern Europe,4.875,0.979,0.958,0.517,0.417,0.181,0.01
URY,Uruguay,America,Southern Hemisphere,Very High,LAC,58.0,2021,16.83259964,Latin America and Caribbean,6.431,1.164,1.042,0.649,0.625,0.128,0.223
USA,United States,America,Northern Hemisphere,Very High,,21.0,2021,16.28097916,North America and ANZ,6.951,1.533,1.03,0.621,0.554,0.252,0.154
UZB,Uzbekistan,Asia,Northern Hemisphere,High,ECA,101.0,2021,12.47714043,Commonwealth of Independent States,6.179,0.769,1.027,0.528,0.716,0.391,0.271
VEN,Venezuela,America,Northern Hemisphere,Medium,LAC,120.0,2021,12.81608,Latin America and Caribbean,4.892,0.852,0.897,0.574,0.284,0.078,0.072
ZAF,South Africa,Africa,Southern Hemisphere,High,SSA,109.0,2021,13.64371014,Sub-Saharan Africa,4.956,0.967,0.895,0.265,0.447,0.144,0.051
ZMB,Zambia,Africa,Southern Hemisphere,Medium,SSA,154.0,2021,10.92876021,Sub-Saharan Africa,4.073,0.528,0.552,0.231,0.487,0.227,0.074
ZWE,Zimbabwe,Africa,Southern Hemisphere,Medium,SSA,146.0,2021,12.11096904,Sub-Saharan Africa,3.145,0.457,0.649,0.243,0.359,0.157,0.075
